32027,True
21429,True
12723,True
19995,False
735,False
36920,False
45306,False
41041,True
17305,True
515,True
33029,True
26756,False
37175,False
35842,False
15875,True
49149,False
20416,True
46585,True
18632,True
47982,True
6997,True
30067,True
7536,False
47622,False
8978,True
36016,True
3955,True
20973,False
21316,False
36767,True
29370,False
41398,False
23955,True
36894,True
46350,True
49013,True
43480,True
42639,True
19976,True
27148,True
25052,True
40421,False
24837,True
11152,True
42893,True
47089,False
25611,False
46909,True
2913,True
12849,True
17017,True
11846,True
16871,True
29846,True
14898,False
12209,False
34880,False
33412,True
39368,True
48925,False
37909,True
7046,True
15884,False
35233,True
18737,True
8511,True
40053,False
45435,True
1606,True
22819,True
49938,True
30487,True
45492,False
37601,True
40998,True
34386,True
20056,False
23921,True
11149,True
43914,True
28996,True
25280,False
9014,False
6426,True
22625,False
9535,False
46194,True
6603,False
5445,False
4124,True
48079,False
47703,True
26862,False
40798,True
28808,True
3025,True
4451,True
40857,False
36510,True
43504,True
49728,False
43099,False
45461,False
26149,True
27789,True
34672,True
18359,False
25407,True
44359,True
6303,True
14669,True
42684,True
10932,False
46209,False
27113,True
31979,False
8954,True
36530,True
4287,False
39051,True
22380,False
44834,False
22052,True
46157,True
27707,False
10006,True
42031,True
25252,False
17368,True
38004,False
43820,True
22395,False
36372,True
6031,True
5315,False
5813,True
38319,False
27185,True
294,True
7847,False
148,True
31497,True
40032,True
4168,False
17849,False
13346,True
7518,True
1662,True
32853,True
9771,True
36939,True
28437,False
1236,False
1133,True
11629,True
49802,False
10014,True
24279,True
5762,True
28105,True
46639,False
1137,True
20917,True
37467,False
37689,True
28660,True
30126,False
36056,True
49365,False
44549,True
34295,True
18624,True
17882,False
26378,True
21837,True
30801,True
201,False
31117,True
718,True
15708,True
9375,True
7888,True
2927,False
38868,True
49116,True
49539,False
21655,True
4145,False
1612,True
27583,True
10619,False
32362,True
15465,True
44118,True
20668,True
17103,False
32619,True
33087,False
1044,True
18360,False
35881,True
6684,True
36729,False
7452,False
1845,False
45015,False
6949,False
34159,True
26621,False
27215,False
9425,True
31476,False
41761,True
41676,True
22387,True
45340,True
5929,True
30912,True
25646,False
13006,False
3082,True
3397,False
1464,True
44629,True
29283,True
22706,False
8366,False
1053,True
264,True
11509,True
3637,False
46564,True
13220,True
21570,True
42959,True
5060,True
32269,True
44733,True
18796,False
24976,True
21990,False
10333,True
2387,True
12310,False
35320,True
29603,False
30088,True
48175,True
31931,True
16205,False
3252,False
10010,True
22133,False
4550,True
4254,True
4717,True
5821,True
23787,True
1733,True
36258,False
37897,False
19967,True
47535,False
28278,True
27894,True
26797,True
32354,True
37699,True
7513,True
1557,True
17241,False
21780,True
37318,False
45865,False
19155,False
42632,False
11440,True
6084,True
49857,True
11156,True
14750,True
39619,True
17201,False
38342,False
49409,True
20982,False
14763,False
49904,True
33869,False
25860,True
30589,True
30635,False
10724,True
17147,True
5082,False
30573,True
3241,True
49612,False
41337,False
21902,True
47707,True
11893,False
27509,True
5875,False
37776,True
49091,False
14779,False
33387,True
25494,True
33352,True
41390,True
34572,True
16068,False
48308,True
6111,False
38169,True
34930,True
26906,True
37884,False
25664,True
7957,True
11985,False
41498,True
28571,True
33474,True
26536,False
8230,False
42156,False
47844,False
4,True
10289,True
39760,True
21212,False
37036,False
46235,False
25923,False
3408,False
7346,False
9986,True
5552,False
19539,True
638,True
49507,True
36389,False
9608,False
46337,True
17091,True
29546,False
23410,True
30580,True
21019,False
14815,True
46862,True
18845,False
15217,False
7326,True
41533,True
19041,True
1406,False
40950,True
23098,False
44683,True
34600,False
23383,True
8308,False
45911,True
3767,True
45212,True
21161,True
47797,True
12374,False
24153,False
21230,False
48609,True
36704,False
2349,True
11418,True
21490,False
27333,False
23398,True
49119,False
36603,False
2902,False
47874,True
22751,True
28840,True
8642,True
41115,True
21340,True
38436,True
12494,True
1923,True
41388,False
38122,False
9367,False
42516,True
38628,False
49748,False
32281,True
32633,False
860,True
47333,False
44724,True
42885,True
44101,False
35532,True
2033,False
40443,True
30389,True
8522,True
29929,True
27986,True
11996,True
11754,False
42703,False
42196,True
34992,True
36197,True
26800,True
45389,False
38988,True
30281,True
3968,True
44788,True
16215,True
32048,True
3366,True
48008,True
28184,True
48778,True
38764,False
44605,True
17816,False
21402,True
37412,True
29157,True
8260,False
36062,False
8993,True
9757,True
7959,True
20248,False
7036,True
4158,False
12710,False
28428,True
29567,False
10616,False
2029,False
1425,True
48141,True
2381,False
31424,True
4769,False
25104,True
20461,True
20484,True
24962,False
16829,False
9750,True
30214,False
36987,True
11897,True
33390,True
19883,True
9734,False
7655,True
9527,True
32649,True
7689,False
46419,False
33425,True
44152,True
1249,False
23496,True
41861,True
23519,False
26970,True
19466,True
36309,False
21834,True
12790,True
30766,True
34675,False
43682,False
15335,True
33797,True
37638,True
12644,True
5893,False
20371,False
48321,True
45251,True
24832,True
22990,True
33264,True
15753,True
7244,False
30984,True
42604,True
26553,True
19109,True
22137,True
25346,True
31680,True
36377,False
5477,True
7422,False
38970,False
20409,False
28631,True
35183,False
37623,True
37038,True
3922,True
10693,False
17133,True
40932,True
11982,True
17056,True
3815,True
38026,True
7329,True
46011,True
6170,True
47060,True
28955,True
22977,False
34504,True
18654,True
31791,False
30186,False
27328,True
18667,True
43913,False
13111,True
23766,True
30313,False
46708,True
7530,False
12091,True
45197,True
19627,False
40890,True
47216,True
21025,True
30840,True
18319,False
30099,True
12673,True
49410,True
16377,True
43041,False
19137,False
2998,False
41566,True
14082,True
23086,False
24820,False
20137,False
26748,False
8589,False
33158,False
2983,False
5918,False
6165,False
33238,False
28507,True
9681,False
17942,False
33272,False
28182,False
45560,False
34559,True
35010,True
46754,False
34623,False
9080,False
48062,False
42451,True
34482,True
7404,False
44421,False
32472,True
21163,False
1591,True
26066,True
39171,True
22477,True
38260,True
44234,True
37607,False
28879,False
14385,True
46146,True
28675,False
39399,True
12888,True
40161,False
9269,True
23093,True
19942,False
46222,True
9450,False
6557,True
43168,True
33048,True
9356,True
682,True
1727,False
2550,True
13341,True
22037,True
35586,True
44197,True
43558,False
46426,False
168,True
45583,False
19498,False
20369,True
35693,True
23039,True
2602,False
44244,True
22305,False
3525,False
43096,False
40074,True
38912,False
8542,False
35386,False
10540,True
29184,False
42839,True
12638,False
38421,True
17799,True
11181,False
10871,True
28101,True
46083,True
30562,True
25224,True
19454,True
17297,True
19739,True
14520,True
3900,True
31458,True
16265,True
40005,True
9320,True
32934,True
34034,False
38014,True
12727,True
17479,True
36478,False
39385,True
8618,False
33638,True
1408,True
4354,False
4392,True
32467,True
5235,False
31996,False
19529,False
35171,True
23723,True
21306,False
49922,False
43012,True
20353,False
12662,True
29212,True
14603,True
6849,True
10610,False
4649,False
36322,True
10737,True
23088,False
38217,False
43225,False
41850,True
6719,False
16345,True
47233,True
32019,True
12425,True
7158,True
30450,False
37249,True
23570,False
7541,True
21615,True
28763,False
33144,False
35290,True
48360,True
49761,True
16618,False
13493,True
45291,True
30055,False
7662,False
27769,True
49046,True
6127,False
45489,True
13580,True
35611,False
15251,True
41092,True
18018,True
3283,True
17083,True
48712,True
3457,True
47039,True
1441,True
34032,False
25947,False
21271,True
35335,False
40410,False
28021,True
34481,True
37987,True
36786,True
31334,True
33329,True
18036,True
39321,False
26817,True
23942,False
471,True
36234,True
49573,False
25949,False
5553,False
4502,True
14318,False
28999,False
26274,True
40493,False
573,False
3498,True
49308,True
16299,False
20886,True
2795,True
38687,True
46224,True
10745,True
43080,False
10580,False
21143,False
22632,False
33998,True
1528,False
26114,True
21915,True
9068,False
42728,False
35225,True
7741,False
2216,False
21152,True
14302,False
41428,True
6263,True
9129,True
25228,False
14487,False
6965,True
18273,True
1625,False
42087,True
37246,False
22867,True
20451,True
21540,True
6957,True
34210,True
49256,True
13155,True
45141,True
30823,False
45690,False
17105,True
3009,False
6598,False
38756,False
38972,False
9520,True
49840,False
43087,False
32117,True
48974,False
1519,True
25693,False
14614,True
19975,False
21332,False
10903,True
9035,True
19798,True
16894,False
38339,False
48339,True
38860,False
28834,False
24005,True
42321,True
12451,True
45402,True
4548,True
5244,True
47926,True
6590,False
48920,True
16104,True
28370,False
4367,False
654,True
19201,False
32266,True
1016,False
12602,True
5277,True
38507,True
5135,False
44205,True
36561,True
39040,False
11958,True
39422,True
19576,True
33049,True
30386,False
37388,False
24841,True
17444,True
8757,True
27003,False
38541,True
14847,False
26954,True
18579,True
29172,False
44949,False
13265,False
24865,True
17873,False
11841,True
21215,True
42791,True
22851,True
29114,True
34971,False
5613,True
19974,False
29810,True
27555,True
46207,True
4658,False
26417,False
37156,False
12344,False
11518,True
33811,True
13754,False
1621,True
49121,True
12458,True
1965,False
12354,False
27658,False
43252,False
28539,True
26440,True
13611,True
